,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,Division
6,2006,Virginia,USA,7721730,7.16,30.84,931,60316,247100,28.7,66.98,19.31,6.67,0.23,4.78,0.07,1.7,0.25,928075,158878,50920,5.49,17.12,0,0,0,State
7,2007,Virginia,USA,7721730,7.16,30.84,931,60316,247100,28.7,66.98,19.31,6.67,0.23,4.78,0.07,1.7,0.25,613794,66538,37676,6.14,10.84,0,0,0,State
8,2008,Virginia,USA,7721730,7.16,30.84,931,60316,247100,28.7,66.98,19.31,6.67,0.23,4.78,0.07,1.7,0.25,623822,65233,42797,6.86,10.46,0,0,0,State
9,2009,Virginia,USA,7721730,7.16,30.84,931,60316,247100,28.7,66.98,19.31,6.67,0.23,4.78,0.07,1.7,0.25,629765,62974,38357,6.09,10,0,0,0,State
10,2010,Virginia,USA,8001024,7.79,32.75,1060,63636,249700,29.9,64.82,19.04,7.9,0.26,5.45,0.06,2.27,0.19,685038,94057,45125,6.59,13.73,0,0,0,State
11,2011,Virginia,USA,8256630,8.22,33.82,1116,65015,245000,29.9,63.44,18.9,8.59,0.21,5.93,0.06,2.66,0.22,866175,144511,50013,5.77,16.68,0,0,0,State
12,2012,Virginia,USA,8256630,8.22,33.82,1116,65015,245000,29.9,63.44,18.9,8.59,0.21,5.93,0.06,2.66,0.22,881194,138282,48198,5.47,15.69,0,0,0,State
13,2013,Virginia,USA,8256630,8.22,33.82,1116,65015,245000,29.9,63.44,18.9,8.59,0.21,5.93,0.06,2.66,0.22,906176,151841,51134,5.64,16.76,0,0,0,State
14,2014,Virginia,USA,8256630,8.22,33.82,1116,65015,245000,29.9,63.44,18.9,8.59,0.21,5.93,0.06,2.66,0.22,917828,147094,51101,5.57,16.03,0,0,0,State
15,2015,Virginia,USA,8256630,8.22,33.82,1116,65015,245000,29.9,63.44,18.9,8.59,0.21,5.93,0.06,2.66,0.22,996441,144220,50213,5.04,14.47,0,0,0,State
16,2016,Virginia,USA,8256630,8.22,33.82,1116,65015,245000,29.9,63.44,18.9,8.59,0.21,5.93,0.06,2.66,0.22,1012175,146534,51821,5.12,14.48,0,0,0,State
0,2000,Vermont,USA,608827,9.44,29.44,553,40856,111500,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,38017,0,0,0,0,1,0,0,State
1,2001,Vermont,USA,608827,9.44,29.44,553,40856,111500,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,45950,30,30,0.07,0.07,1,0,0,State
2,2002,Vermont,USA,608827,9.44,29.44,553,40856,111500,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,46106,14,14,0.03,0.03,1,0,0,State
3,2003,Vermont,USA,608827,9.44,29.44,553,40856,111500,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,46261,39,39,0.08,0.08,1,0,0,State
4,2004,Vermont,USA,608827,9.44,29.44,553,40856,111500,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,46417,16,16,0.03,0.03,1,0,0,State
5,2005,Vermont,USA,620414,6.92,28.22,781,51284,200600,30.5,95.11,0.73,1.36,0.26,1.08,0.01,1.37,0.09,46573,9,9,0.02,0.02,1,0,0,State
6,2006,Vermont,USA,620414,6.92,28.22,781,51284,200600,30.5,95.11,0.73,1.36,0.26,1.08,0.01,1.37,0.09,46729,104,100,0.21,0.22,1,0,0,State
7,2007,Vermont,USA,620414,6.92,28.22,781,51284,200600,30.5,95.11,0.73,1.36,0.26,1.08,0.01,1.37,0.09,46885,83,82,0.17,0.18,1,0,0,State
8,2008,Vermont,USA,620414,6.92,28.22,781,51284,200600,30.5,95.11,0.73,1.36,0.26,1.08,0.01,1.37,0.09,47040,211,211,0.45,0.45,1,0,0,State
9,2009,Vermont,USA,620414,6.92,28.22,781,51284,200600,30.5,95.11,0.73,1.36,0.26,1.08,0.01,1.37,0.09,47196,214,212,0.45,0.45,1,0,0,State
10,2010,Vermont,USA,625741,7.33,29.26,864,54168,215800,31.1,94.32,0.95,1.47,0.32,1.26,0.02,1.56,0.09,39515,50,50,0.13,0.13,1,0,0,State
11,2011,Vermont,USA,626604,7.34,29,895,55176,217500,30.9,93.61,1.07,1.71,0.3,1.39,0.03,1.8,0.1,39960,41,41,0.1,0.1,1,0,0,State
12,2012,Vermont,USA,626604,7.34,29,895,55176,217500,30.9,93.61,1.07,1.71,0.3,1.39,0.03,1.8,0.1,40405,8,7,0.02,0.02,1,0,0,State
13,2013,Vermont,USA,626604,7.34,29,895,55176,217500,30.9,93.61,1.07,1.71,0.3,1.39,0.03,1.8,0.1,40850,24,23,0.06,0.06,1,0,0,State
14,2014,Vermont,USA,626604,7.34,29,895,55176,217500,30.9,93.61,1.07,1.71,0.3,1.39,0.03,1.8,0.1,41295,60,57,0.14,0.15,1,0,0,State
15,2015,Vermont,USA,626604,7.34,29,895,55176,217500,30.9,93.61,1.07,1.71,0.3,1.39,0.03,1.8,0.1,41740,87,86,0.21,0.21,1,0,0,State
16,2016,Vermont,USA,626604,7.34,29,895,55176,217500,30.9,93.61,1.07,1.71,0.3,1.39,0.03,1.8,0.1,42185,39,39,0.09,0.09,1,0,0,State
0,2000,Washington,USA,5894121,10.62,35.41,663,45776,168300,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,685601,14658,9873,1.44,2.14,1,0,0,State
1,2001,Washington,USA,5894121,10.62,35.41,663,45776,168300,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,753491,15555,9102,1.21,2.06,1,0,0,State
2,2002,Washington,USA,5894121,10.62,35.41,663,45776,168300,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,766526,15438,8118,1.06,2.01,1,0,0,State
3,2003,Washington,USA,5894121,10.62,35.41,663,45776,168300,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,713977,15414,9350,1.31,2.16,1,0,0,State
4,2004,Washington,USA,5894121,10.62,35.41,663,45776,168300,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,761217,17039,10541,1.38,2.24,1,0,0,State
5,2005,Washington,USA,6465755,7.91,34.66,853,56384,277600,29.3,75.52,3.3,9.65,1.24,6.5,0.43,3.15,0.21,772183,17358,11226,1.45,2.25,1,0,0,State
6,2006,Washington,USA,6465755,7.91,34.66,853,56384,277600,29.3,75.52,3.3,9.65,1.24,6.5,0.43,3.15,0.21,765375,16244,9763,1.28,2.12,1,0,0,State
7,2007,Washington,USA,6465755,7.91,34.66,853,56384,277600,29.3,75.52,3.3,9.65,1.24,6.5,0.43,3.15,0.21,768107,14432,8411,1.1,1.88,1,0,0,State
8,2008,Washington,USA,6465755,7.91,34.66,853,56384,277600,29.3,75.52,3.3,9.65,1.24,6.5,0.43,3.15,0.21,683040,13923,6333,0.93,2.04,1,0,0,State
9,2009,Washington,USA,6465755,7.91,34.66,853,56384,277600,29.3,75.52,3.3,9.65,1.24,6.5,0.43,3.15,0.21,701242,12182,6122,0.87,1.74,1,0,0,State
10,2010,Washington,USA,6724540,8.71,36.11,951,59374,272900,30,72.52,3.41,11.24,1.32,7.07,0.58,3.68,0.18,696535,12182,6522,0.94,1.75,1,0,0,State
11,2011,Washington,USA,6985464,8.85,37.5,1014,61062,259500,30,70.76,3.49,11.96,1.16,7.6,0.61,4.28,0.14,694499,12774,6364,0.92,1.84,1,0,0,State
12,2012,Washington,USA,6985464,8.85,37.5,1014,61062,259500,30,70.76,3.49,11.96,1.16,7.6,0.61,4.28,0.14,705667,11731,6667,0.94,1.66,1,0,0,State
13,2013,Washington,USA,6985464,8.85,37.5,1014,61062,259500,30,70.76,3.49,11.96,1.16,7.6,0.61,4.28,0.14,716836,12226,6659,0.93,1.71,1,0,0,State
14,2014,Washington,USA,6985464,8.85,37.5,1014,61062,259500,30,70.76,3.49,11.96,1.16,7.6,0.61,4.28,0.14,830379,14352,6671,0.8,1.73,1,0,0,State
15,2015,Washington,USA,6985464,8.85,37.5,1014,61062,259500,30,70.76,3.49,11.96,1.16,7.6,0.61,4.28,0.14,907967,16804,7515,0.83,1.85,1,0,0,State
16,2016,Washington,USA,6985464,8.85,37.5,1014,61062,259500,30,70.76,3.49,11.96,1.16,7.6,0.61,4.28,0.14,968615,14166,7904,0.82,1.46,1,0,0,State
0,2000,Wisconsin,USA,5363675,8.66,31.57,540,43791,112200,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,447270,16147,14206,3.18,3.61,0,0,0,State
1,2001,Wisconsin,USA,5363675,8.66,31.57,540,43791,112200,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,634915,22765,17624,2.78,3.59,0,0,0,State
2,2002,Wisconsin,USA,5363675,8.66,31.57,540,43791,112200,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,664644,23280,14593,2.2,3.5,0,0,0,State
3,2003,Wisconsin,USA,5363675,8.66,31.57,540,43791,112200,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,666748,24318,19325,2.9,3.65,0,0,0,State
4,2004,Wisconsin,USA,5363675,8.66,31.57,540,43791,112200,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,673558,31412,24328,3.61,4.66,0,0,0,State
5,2005,Wisconsin,USA,5599420,7.23,30.15,700,51569,166100,28.3,85.06,5.86,4.93,0.79,2.05,0.02,1.18,0.11,680369,26412,19377,2.85,3.88,0,0,0,State
6,2006,Wisconsin,USA,5599420,7.23,30.15,700,51569,166100,28.3,85.06,5.86,4.93,0.79,2.05,0.02,1.18,0.11,695233,25410,19139,2.75,3.65,0,0,0,State
7,2007,Wisconsin,USA,5599420,7.23,30.15,700,51569,166100,28.3,85.06,5.86,4.93,0.79,2.05,0.02,1.18,0.11,707202,25908,16396,2.32,3.66,0,0,0,State
8,2008,Wisconsin,USA,5599420,7.23,30.15,700,51569,166100,28.3,85.06,5.86,4.93,0.79,2.05,0.02,1.18,0.11,714205,27927,16570,2.32,3.91,0,0,0,State
9,2009,Wisconsin,USA,5599420,7.23,30.15,700,51569,166100,28.3,85.06,5.86,4.93,0.79,2.05,0.02,1.18,0.11,721207,27093,15566,2.16,3.76,0,0,0,State
10,2010,Wisconsin,USA,5686986,8.36,31.94,749,52627,169000,29.2,83.32,6.17,5.91,0.85,2.25,0.03,1.4,0.07,728210,26802,15225,2.09,3.68,0,0,0,State
11,2011,Wisconsin,USA,5742117,8.63,32.7,776,53357,165800,28.9,82.37,6.17,6.35,0.8,2.49,0.02,1.73,0.07,738132,28047,15869,2.15,3.8,0,0,0,State
12,2012,Wisconsin,USA,5742117,8.63,32.7,776,53357,165800,28.9,82.37,6.17,6.35,0.8,2.49,0.02,1.73,0.07,748053,28183,15986,2.14,3.77,0,0,0,State
13,2013,Wisconsin,USA,5742117,8.63,32.7,776,53357,165800,28.9,82.37,6.17,6.35,0.8,2.49,0.02,1.73,0.07,757975,28515,15909,2.1,3.76,0,0,0,State
14,2014,Wisconsin,USA,5742117,8.63,32.7,776,53357,165800,28.9,82.37,6.17,6.35,0.8,2.49,0.02,1.73,0.07,767896,29320,16166,2.11,3.82,0,0,0,State
15,2015,Wisconsin,USA,5742117,8.63,32.7,776,53357,165800,28.9,82.37,6.17,6.35,0.8,2.49,0.02,1.73,0.07,777818,27591,15715,2.02,3.55,0,0,0,State
16,2016,Wisconsin,USA,5742117,8.63,32.7,776,53357,165800,28.9,82.37,6.17,6.35,0.8,2.49,0.02,1.73,0.07,787739,26508,14871,1.89,3.37,0,0,0,State
0,2000,West Virginia,USA,1808344,17.9,24.82,401,29696,72800,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,28555,135,134,0.47,0.47,0,0,0,State
1,2001,West Virginia,USA,1808344,17.9,24.82,401,29696,72800,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,113034,2807,2256,2,2.48,0,0,0,State
2,2002,West Virginia,USA,1808344,17.9,24.82,401,29696,72800,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,78711,1272,1021,1.3,1.62,0,0,0,State
3,2003,West Virginia,USA,1808344,17.9,24.82,401,29696,72800,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,106623,2299,2095,1.96,2.16,0,0,0,State
4,2004,West Virginia,USA,1808344,17.9,24.82,401,29696,72800,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,114691,2692,2364,2.06,2.35,0,0,0,State
5,2005,West Virginia,USA,1811403,13.2,25.73,534,37356,91400,28.7,93.47,3.25,1.08,0.16,0.63,0.03,1.32,0.06,108867,2628,2191,2.01,2.41,0,0,0,State
6,2006,West Virginia,USA,1811403,13.2,25.73,534,37356,91400,28.7,93.47,3.25,1.08,0.16,0.63,0.03,1.32,0.06,124697,3348,2893,2.32,2.68,0,0,0,State
7,2007,West Virginia,USA,1811403,13.2,25.73,534,37356,91400,28.7,93.47,3.25,1.08,0.16,0.63,0.03,1.32,0.06,155853,5311,4956,3.18,3.41,0,0,0,State
8,2008,West Virginia,USA,1811403,13.2,25.73,534,37356,91400,28.7,93.47,3.25,1.08,0.16,0.63,0.03,1.32,0.06,169758,6285,5689,3.35,3.7,0,0,0,State
9,2009,West Virginia,USA,1811403,13.2,25.73,534,37356,91400,28.7,93.47,3.25,1.08,0.16,0.63,0.03,1.32,0.06,189540,7629,6847,3.61,4.03,0,0,0,State
10,2010,West Virginia,USA,1852994,12.85,26.55,594,40400,97300,29.3,93.16,3.35,1.2,0.19,0.66,0.02,1.35,0.06,189162,7670,6859,3.63,4.05,0,0,0,State
11,2011,West Virginia,USA,1851420,13.07,27.48,643,41751,103800,28.9,92.55,3.26,1.37,0.15,0.72,0.03,1.85,0.07,200779,8724,7800,3.88,4.35,0,0,0,State
12,2012,West Virginia,USA,1851420,13.07,27.48,643,41751,103800,28.9,92.55,3.26,1.37,0.15,0.72,0.03,1.85,0.07,206178,8968,8020,3.89,4.35,0,0,0,State
13,2013,West Virginia,USA,1851420,13.07,27.48,643,41751,103800,28.9,92.55,3.26,1.37,0.15,0.72,0.03,1.85,0.07,215359,9359,8354,3.88,4.35,0,0,0,State
14,2014,West Virginia,USA,1851420,13.07,27.48,643,41751,103800,28.9,92.55,3.26,1.37,0.15,0.72,0.03,1.85,0.07,220832,9296,8278,3.75,4.21,0,0,0,State
15,2015,West Virginia,USA,1851420,13.07,27.48,643,41751,103800,28.9,92.55,3.26,1.37,0.15,0.72,0.03,1.85,0.07,229104,9303,7921,3.46,4.06,0,0,0,State
16,2016,West Virginia,USA,1851420,13.07,27.48,643,41751,103800,28.9,92.55,3.26,1.37,0.15,0.72,0.03,1.85,0.07,234658,10314,8268,3.52,4.4,0,0,0,State
0,2000,Connecticut,USA,3405565,7.86,33.18,681,53935,166900,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,431941,,,,,1,0,0,State
1,2001,Connecticut,USA,3405565,7.86,33.18,681,53935,166900,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,338401,9853,7923,2.34,2.91,1,0,0,State
2,2002,Connecticut,USA,3405565,7.86,33.18,681,53935,166900,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,238691,9464,7029,2.94,3.96,1,0,0,State
3,2003,Connecticut,USA,3405565,7.86,33.18,681,53935,166900,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,239263,11652,9238,3.86,4.87,1,0,0,State
4,2004,Connecticut,USA,3405565,7.86,33.18,681,53935,166900,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,239835,10739,8514,3.55,4.48,1,0,0,State
5,2005,Connecticut,USA,3494487,6.23,30.53,958,67721,295800,30.3,73.96,9.07,11.63,0.16,3.33,0.04,1.39,0.41,342954,13381,10478,3.06,3.9,1,0,0,State
6,2006,Connecticut,USA,3494487,6.23,30.53,958,67721,295800,30.3,73.96,9.07,11.63,0.16,3.33,0.04,1.39,0.41,344093,15841,11838,3.44,4.6,1,0,0,State
7,2007,Connecticut,USA,3494487,6.23,30.53,958,67721,295800,30.3,73.96,9.07,11.63,0.16,3.33,0.04,1.39,0.41,345231,16148,11837,3.43,4.68,1,0,0,State
8,2008,Connecticut,USA,3494487,6.23,30.53,958,67721,295800,30.3,73.96,9.07,11.63,0.16,3.33,0.04,1.39,0.41,346369,16245,11742,3.39,4.69,1,0,0,State
9,2009,Connecticut,USA,3494487,6.23,30.53,958,67721,295800,30.3,73.96,9.07,11.63,0.16,3.33,0.04,1.39,0.41,347507,14190,10182,2.93,4.08,1,0,0,State
10,2010,Connecticut,USA,3574097,7.11,32.51,1044,69519,285900,31.8,71.24,9.38,13.4,0.19,3.75,0.03,1.66,0.34,348646,14174,10402,2.98,4.07,1,0,0,State
11,2011,Connecticut,USA,3593222,7.55,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,354079,14751,10850,3.06,4.17,1,0,0,State
12,2012,Connecticut,USA,3593222,7.55,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,359511,14286,10339,2.88,3.97,1,0,0,State
13,2013,Connecticut,USA,3593222,7.55,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,364945,13330,10105,2.77,3.65,1,0,0,State
14,2014,Connecticut,USA,3593222,7.55,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,370379,15349,11655,3.15,4.14,1,0,0,State
15,2015,Connecticut,USA,3593222,7.55,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,446458,16360,12433,2.78,3.66,1,0,0,State
16,2016,Connecticut,USA,3593222,7.55,33,1075,70331,270500,31.7,69.22,9.63,14.65,0.14,4.16,0.02,1.89,0.29,452973,17470,13760,3.04,3.86,1,0,0,State
0,2000,Wyoming,USA,493782,11.42,30.01,437,37892,96600,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,28647,32,31,0.11,0.11,1,0,0,State
1,2001,Wyoming,USA,493782,11.42,30.01,437,37892,96600,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,29310,31,26,0.09,0.11,1,0,0,State
2,2002,Wyoming,USA,493782,11.42,30.01,437,37892,96600,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,38257,152,72,0.19,0.4,1,0,0,State
3,2003,Wyoming,USA,493782,11.42,30.01,437,37892,96600,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,49547,701,368,0.74,1.41,1,0,0,State
4,2004,Wyoming,USA,493782,11.42,30.01,437,37892,96600,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,50530,929,496,0.98,1.84,1,0,0,State
5,2005,Wyoming,USA,523949,6.08,30.1,637,51990,163400,24.2,86.87,0.88,7.59,2.03,0.72,0.03,1.77,0.1,51513,991,539,1.05,1.92,1,0,0,State
6,2006,Wyoming,USA,523949,6.08,30.1,637,51990,163400,24.2,86.87,0.88,7.59,2.03,0.72,0.03,1.77,0.1,52496,872,487,0.93,1.66,1,0,0,State
7,2007,Wyoming,USA,523949,6.08,30.1,637,51990,163400,24.2,86.87,0.88,7.59,2.03,0.72,0.03,1.77,0.1,53478,866,426,0.8,1.62,1,0,0,State
8,2008,Wyoming,USA,523949,6.08,30.1,637,51990,163400,24.2,86.87,0.88,7.59,2.03,0.72,0.03,1.77,0.1,54460,695,367,0.67,1.28,1,0,0,State
9,2009,Wyoming,USA,523949,6.08,30.1,637,51990,163400,24.2,86.87,0.88,7.59,2.03,0.72,0.03,1.77,0.1,55443,430,415,0.75,0.78,1,0,0,State
10,2010,Wyoming,USA,563626,7.21,30.77,733,56573,184400,25.7,85.85,0.77,8.91,2.09,0.76,0.06,1.47,0.08,44382,107,106,0.24,0.24,1,0,0,State
11,2011,Wyoming,USA,579679,7.69,30.94,789,58840,194800,25.6,84.47,1.03,9.61,1.9,0.89,0.07,2.01,0.02,37604,94,92,0.24,0.25,1,0,0,State
12,2012,Wyoming,USA,579679,7.69,30.94,789,58840,194800,25.6,84.47,1.03,9.61,1.9,0.89,0.07,2.01,0.02,38682,67,65,0.17,0.17,1,0,0,State
13,2013,Wyoming,USA,579679,7.69,30.94,789,58840,194800,25.6,84.47,1.03,9.61,1.9,0.89,0.07,2.01,0.02,39761,87,87,0.22,0.22,1,0,0,State
14,2014,Wyoming,USA,579679,7.69,30.94,789,58840,194800,25.6,84.47,1.03,9.61,1.9,0.89,0.07,2.01,0.02,40840,94,94,0.23,0.23,1,0,0,State
15,2015,Wyoming,USA,579679,7.69,30.94,789,58840,194800,25.6,84.47,1.03,9.61,1.9,0.89,0.07,2.01,0.02,41918,243,241,0.57,0.58,1,0,0,State
16,2016,Wyoming,USA,579679,7.69,30.94,789,58840,194800,25.6,84.47,1.03,9.61,1.9,0.89,0.07,2.01,0.02,42997,382,377,0.88,0.89,1,0,0,State
0,2000,Arizona,USA,5130632,13.91,31.97,619,40558,121300,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,607773,86683,41600,6.84,14.26,1,0,0,State
1,2001,Arizona,USA,5130632,13.91,31.97,619,40558,121300,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,627925,92061,48061,7.65,14.66,1,0,0,State
2,2002,Arizona,USA,5130632,13.91,31.97,619,40558,121300,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,648077,92308,51050,7.88,14.24,1,0,0,State
3,2003,Arizona,USA,5130632,13.91,31.97,619,40558,121300,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,668231,91739,51690,7.74,13.73,1,0,0,State
4,2004,Arizona,USA,5130632,13.91,31.97,619,40558,121300,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,688384,98325,54879,7.97,14.28,1,0,0,State
5,2005,Arizona,USA,6324865,10.49,31.71,836,50296,218400,30,58.5,3.42,29.75,4.11,2.35,0.16,1.5,0.19,675825,97066,53586,7.93,14.36,1,0,0,State
6,2006,Arizona,USA,6324865,10.49,31.71,836,50296,218400,30,58.5,3.42,29.75,4.11,2.35,0.16,1.5,0.19,233731,20704,11804,5.05,8.86,1,0,0,State
7,2007,Arizona,USA,6324865,10.49,31.71,836,50296,218400,30,58.5,3.42,29.75,4.11,2.35,0.16,1.5,0.19,196773,18680,10683,5.43,9.49,1,0,0,State
8,2008,Arizona,USA,6324865,10.49,31.71,836,50296,218400,30,58.5,3.42,29.75,4.11,2.35,0.16,1.5,0.19,196399,18606,10985,5.59,9.47,1,0,0,State
9,2009,Arizona,USA,6324865,10.49,31.71,836,50296,218400,30,58.5,3.42,29.75,4.11,2.35,0.16,1.5,0.19,200977,15272,9022,4.49,7.6,1,0,0,State
10,2010,Arizona,USA,6392017,12.43,33.99,891,50256,175900,31,57.82,3.74,29.65,4.03,2.67,0.17,1.79,0.13,175596,13149,7634,4.35,7.49,1,0,0,State
11,2011,Arizona,USA,6641928,13.29,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,179892,13244,7066,3.93,7.36,1,0,0,State
12,2012,Arizona,USA,6641928,13.29,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,184188,13790,8235,4.47,7.49,1,0,0,State
13,2013,Arizona,USA,6641928,13.29,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,199114,14339,8632,4.34,7.2,1,0,0,State
14,2014,Arizona,USA,6641928,13.29,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,203620,7808,6375,3.13,3.83,1,0,0,State
15,2015,Arizona,USA,6641928,13.29,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,208123,9434,8209,3.94,4.53,1,0,0,State
16,2016,Arizona,USA,6641928,13.29,37.24,913,50255,167500,30.1,56.5,3.98,30.33,3.99,2.93,0.17,1.99,0.11,212626,12132,8339,3.92,5.71,1,0,0,State
0,2000,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147124,,,,,1,0,0,State
1,2001,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147877,,,,,1,0,0,State
2,2002,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,148630,,,,,1,0,0,State
3,2003,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,149382,,,,,1,0,0,State
4,2004,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,150135,,,,,1,0,0,State
5,2005,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,150888,,,,,1,0,0,State
6,2006,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,151641,45213,1336,0.88,29.82,1,0,0,State
7,2007,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,152394,45256,1048,0.69,29.7,1,0,0,State
8,2008,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153146,43502,1466,0.96,28.41,1,0,0,State
9,2009,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153899,37286,1503,0.98,24.23,1,0,0,State
10,2010,District of Columbia,USA,601723,14.19,57.99,1200,64267,443000,29.6,34.81,50.03,9.1,0.22,3.46,0.04,2.1,0.24,154652,32473,1572,1.02,21,1,0,0,State
11,2011,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,158064,30733,1484,0.94,19.44,1,0,0,State
12,2012,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,161475,29121,1531,0.95,18.03,1,0,0,State
13,2013,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,164887,,,,,1,0,0,State
14,2014,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,168298,,,,,1,0,0,State
15,2015,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,171710,,,,,1,0,0,State
16,2016,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,175121,27434,4537,2.59,15.67,1,0,0,State
0,2000,Delaware,USA,783600,9.21,27.68,639,47381,130400,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,68514,4695,3608,5.27,6.85,0,0,0,State
